supplier_name,total_water_production_16,total_water_production_15,total_water_production_13,savings_16,savings_15,savings_change,residential_water_usage_mean_16,cc_score
Otay Water District,2730993394.8297,2391879814.7508,3266008852.8209996,-0.16381322957198435,-0.26764441783897025,0.1038311882669859,91.59106449482537,0.9936979124701528
"Kerman, City of",344084000.0,312614000.0,429818000.0,-0.19946582041701372,-0.2726828564648293,0.0732170360478156,182.24929552257132,0.9884280762825797
Alameda County Water District,3937000000.0,3374000000.0,5273000000.0,-0.25336620519628295,-0.36013654466148304,0.10677033946520009,84.2345373666804,0.9799315060297039
Thousand Oaks  City of,964161787.3503001,857184763.8662,1255929155.0861,-0.2323119632618115,-0.3174895571180241,0.08517759385621262,132.03027081770134,0.9787282518019029
Norwalk City of,187000000.0,167580000.0,204640000.0,-0.08620015637216576,-0.18109851446442532,0.09489835809225956,105.09675623433573,0.9728667360771547
Palo Alto  City of,1076021859.6655362,939601870.06462,1398278150.552248,-0.23046651394748402,-0.3280293554658452,0.0975628415183612,97.60514875143947,0.9638751960899071
Lakewood  City of,656743775.57569,572380841.12539,806276995.42599,-0.18546134975771605,-0.29009404414052864,0.10463269438281259,84.53019571815673,0.9619961770980353
Redwood City  City of,878049163.5753881,753262129.81782,1115893028.493936,-0.2131421729908589,-0.3249692303979536,0.1118270574070947,73.5973970634231,0.9593523075858612
Hesperia Water District City of,1469915787.197,1312529547.956,1761878665.789,-0.1657111152210098,-0.25503976326983535,0.08932864804882554,114.78074520665824,0.957029403672324
Lakeside Water District,349400709.62929,305941904.8103,446970402.4159,-0.21829117153896627,-0.3155208864912153,0.09722971495224902,96.23895316267773,0.9538376428323148
Crescenta Valley Water District,358508257.01394,316727587.044,454069075.75309503,-0.21045436441727047,-0.3024682719943164,0.09201390757704594,106.90422961727835,0.9513732114470974
Healdsburg  City of,186917684.0,166876424.0,231495256.0,-0.1925636523627076,-0.2791367439512454,0.08657309158853779,120.29940467512132,0.9495430641204732
Covina  City of ,492726459.79524004,441766555.12671,591074937.49238,-0.16638918597087,-0.2526048270615346,0.0862156410906646,120.05684608785499,0.9446687022373004
San Gabriel Valley Fontana Water Company,3586972508.4160004,3195299093.162,4578212549.35,-0.21651245551601422,-0.3020640569395018,0.08555160142348756,121.92167266415466,0.9446449332862942
California-American Water Company Los Angeles District,1740372471.6069999,1564412701.027,2243487074.895,-0.22425562817719685,-0.3026870007262164,0.07843137254901955,142.45716336851135,0.9361209429334479
Helix Water District,2778535118.029,2444276724.2124,3391461652.216,-0.1807263643351269,-0.27928516525749425,0.09855880092236735,88.85211371852519,0.9290290474605817
"Greenfield, City of",164945992.3474,145329736.442,196162559.054,-0.15913621262458463,-0.2591362126245847,0.10000000000000006,85.69956505678665,0.9257405957220779
Corona  City of,3118787222.99384,2815936344.82006,3637782521.42811,-0.14266803894327476,-0.2259195462529773,0.08325150730970254,120.62240583947232,0.9143365874206849
Estero Municipal Improvement District,470003283.084244,416433786.98406804,510481870.0944201,-0.0792948572349671,-0.18423393389652928,0.10493907666156219,75.2783500091163,0.910483928740512
Lamont Public Utility District,366946000.0,332114000.0,468748000.0,-0.21717852662838028,-0.29148711034500413,0.07430858371662385,148.65865945629133,0.9060122924136843
Santa Rosa  City of,1821520640.0,1599359938.0,2221965180.0,-0.18022088897000627,-0.2802047699055302,0.09998388093552396,80.67069679564041,0.89802389816976
California Water Service Company Visalia,3050555889.2886,2789385970.5481,3773880886.9432,-0.19166609104096155,-0.260870691441597,0.06920460040063547,168.213457503066,0.897563811347235
Tustin  City of,952691817.1198999,860769129.5631999,1204249118.7639,-0.2088914143464027,-0.28522336769759465,0.07633195335119194,136.05135586200467,0.8903439528090445
Merced  City of,2178460000.0,1966470000.0,3424810000.0,-0.36391799837071254,-0.4258163226573153,0.061898324286602746,204.31982671927003,0.8847776585128326
Phelan Pinon Hills Community Services District,318780451.0341,290783296.42626,350733441.96572,-0.09110334832212272,-0.17092794232412947,0.07982459400200675,121.831548606326,0.8810825511861332
Hollister  City of,302297419.0,270424128.0,365759026.0,-0.17350660541183746,-0.2606494747172692,0.08714286930543172,102.01856599053944,0.8801799329216997
Gilroy  City of,771474000.0,680738000.0,1025360000.0,-0.2476066942342202,-0.33609854100023406,0.08849184676601388,98.28211298243987,0.8772845905518619
Chino  City of,1372919592.9219098,1231793339.8882098,1629341856.3710203,-0.1573778163535499,-0.24399331234775817,0.08661549599420829,100.12180929944982,0.8666823280395397
Santa Paula  City of,381562245.47419,338934361.79405,489132318.55543,-0.21992019132763524,-0.307070195657822,0.08715000433018677,97.76305418095006,0.8616974215264148
Reedley  City of,515050000.0,458670000.0,636510000.0,-0.19082182526590313,-0.2793985954659,0.08857677019999688,94.45295687813842,0.8608502690339095
Oildale Mutual Water Company,930631675.5120001,859921915.8529999,1194245479.955,-0.22073669849931776,-0.2799454297407913,0.05920873124147352,208.416913271688,0.8547758325100574
Ontario  City of,3089381086.81565,2792546729.39,3614995731.1379995,-0.1453984135568775,-0.22751036596358384,0.08211195240670635,107.73375453724134,0.8522799589814264
Big Bear City Community Services District,108915839.47475,97348113.81625,128013991.61122,-0.14918800590541162,-0.2395509850837449,0.09036297917833327,88.35380665391983,0.8493822351800567
Whittier  City of,696041457.67189,630783192.3866,797948232.95187,-0.1277110106541544,-0.20949359076449373,0.08178258011033931,107.86586606180633,0.849381553885317
San Diego  City of,16001911877.116001,14112657888.512701,18792112476.231598,-0.14847721897389998,-0.24901163153623657,0.10053441256233658,70.36128678547198,0.8432990892466351
"Corcoran, City of",574281000.0,529758000.0,796280000.0,-0.27879514743557543,-0.33470889636811174,0.05591374893253631,219.65899367944567,0.8286919247438655
Mid-Peninsula Water District,265242763.617944,236634264.918632,345961309.06688404,-0.23331668407271194,-0.31600945332044644,0.0826927692477345,95.91478525953143,0.8098606829755622
California Water Service Company Stockton,2475591046.3471003,2219439239.5824,3056095363.5476,-0.18994967373224705,-0.27376636669936455,0.0838166929671175,92.22566886577364,0.8049268757661174
"Imperial, City of",264741000.0,242358000.0,294533000.0,-0.10114995603209148,-0.17714483606251252,0.07599488003042104,111.76799496155434,0.8034207864004079
Monte Vista Water District,823465658.2002399,740901423.62698,1055155798.34005,-0.21957908064790088,-0.29782746321201925,0.07824838256411837,102.03828517335211,0.7904182240789653
Brawley  City of,597190000.0,543620000.0,825970000.0,-0.27698342554814337,-0.34184050268169547,0.0648570771335521,148.41206997612633,0.7901180513411254
Madera  City of,1078650000.0,973129000.0,1388547000.0,-0.22318077818035686,-0.29917460482072267,0.0759938266403658,107.40351008575665,0.7875670740917692
Suburban Water Systems Whittier/La Mirada,1867050472.36752,1700572978.31322,2303531717.34829,-0.1894834968815733,-0.26175404249660855,0.07227054561503526,117.38983184894433,0.783026704818144
Menlo Park  City of,299866348.031124,260750711.67020398,497606399.965444,-0.39738245317594784,-0.475990036124311,0.07860758294836317,96.24265840065804,0.7711666645257181
Coastside County Water District,197440000.0,176200000.0,229720000.0,-0.14051889256486158,-0.2329792791224099,0.09246038655754832,68.55315705722407,0.765542726917267
San Jose Water Company,11120400000.0,9839500000.0,15483200000.0,-0.2817763769763356,-0.36450475353932005,0.08272837656298443,85.4486079432316,0.7647280106408912
Orchard Dale Water District,201382698.91454,182802650.547,215009805.59168,-0.0633790009699321,-0.14979388942774005,0.08641488845780795,78.19513840818156,0.7641497054714055
"City of Big Bear Lake, Dept of Water & Power",240080000.0,215790000.0,270090000.0,-0.1111111111111111,-0.201044096412307,0.0899329853011959,72.05337977899445,0.7633895109323579
Pittsburg  City of,883370000.0,798720000.0,1078450000.0,-0.1808892391858686,-0.25938151977374935,0.07849228058788074,92.70546864747962,0.7557525557465421
Moulton Niguel Water District,2408527564.15623,2205382009.02162,2881217419.7052402,-0.16405907180630896,-0.23456591858061202,0.07050684677430305,111.51413439183533,0.7445540859441264
Nipomo Community Services District,194109695.0639,176644058.57669997,270098247.8403,-0.2813367113041381,-0.34600072385088687,0.06466401254674875,131.32842063778733,0.7410406138222898
Yuba City  City of,1494880000.0,1373450000.0,2008190000.0,-0.2556082840767059,-0.31607567013081433,0.06046738605410845,149.79364019799334,0.7400616204768304
Hemet  City of,386215403.85175,346777605.64194,479969376.42819,-0.1953332382872699,-0.27750056009287355,0.08216732180560365,80.7447753121558,0.7383399143207363
California Water Service Company Mid Peninsula,1303112441.7157,1165146947.5239,1632613404.6981,-0.20182424206135371,-0.28633015987066646,0.08450591780931274,75.2653178630732,0.7331360460976271
Golden State Water Company Bay Point,164489800.34960002,145883683.8679,208968520.1351,-0.21284890067051296,-0.3018867924528301,0.08903789178231716,64.48869249100943,0.7150174718843793
Great Oaks Water Company Incorporated,971816037.3705301,865708059.642239,1351062782.604458,-0.28070253293695946,-0.35923920724586583,0.07853667430890637,81.97975173006279,0.711092022053247
Coachella  City of,662690000.0,611250000.0,769400000.0,-0.1386924876527164,-0.2055497790486093,0.06685729139589289,112.31248967949067,0.7085374422307955
Oceanside  City of,2254175001.7005997,2041394019.8696,2773940612.9083004,-0.1873744552385206,-0.2640815703226868,0.07670711508416622,85.00271153319234,0.7072159376715657
Rincon Del Diablo Municipal Water District,531202996.29539996,487147883.36499995,737075927.874,-0.2793103448275862,-0.339080459770115,0.05977011494252876,136.73236161858298,0.6989075765249964
Fresno  City of,12941783000.0,12073722000.0,16888514000.0,-0.23369320711105784,-0.28509269672867604,0.0513994896176182,179.13253501458368,0.6879328409457949
Golden State Water Company West Orange,1278771340.1188,1164104222.9575,1560535069.0457,-0.18055584556597282,-0.25403520494456167,0.07347935937858885,83.86245332852683,0.6728978534438791
Sunny Slope Water Company,317209184.393556,289522285.69418,406444301.270476,-0.21955066560900507,-0.2876704513037028,0.0681197856946977,95.8949126770005,0.6670694583363074
Fullerton  City of,2381530773.4292803,2206616985.9299498,2926491216.97262,-0.1862163263579131,-0.2459854404713921,0.05976911411347899,124.40542913784167,0.6666478544193364
California Water Service Company Willows,125876406.25009999,115742426.87040001,181238563.6974,-0.30546565983459195,-0.3613807982740021,0.05591513843941015,141.86384734946236,0.665986263162194
Downey  City of,1283199661.0117302,1177082885.29491,1537989408.81157,-0.16566417579996212,-0.23466125413408306,0.06899707833412094,93.05584634358974,0.6655834779046087
Ventura County Waterworks District No 1,970418134.7486999,902706208.2181001,1254560579.0927,-0.22648762369808584,-0.2804602477857717,0.05397262408768588,150.59393217403866,0.6623343364813714
San Juan Capistrano  City of,728023775.23194,671325626.93394,914241348.7339,-0.20368535481341546,-0.26570196385928635,0.06201660904587089,113.47692964216934,0.660635343473217
Dinuba  City of,447150000.0,410870000.0,638830000.0,-0.3000485262119813,-0.356839847846845,0.05679132163486372,131.24978824162835,0.6506258006613349
San Fernando  City of,268501575.848,247321233.093,330739198.40500003,-0.18817733990147795,-0.252216748768473,0.06403940886699505,102.2932099784809,0.6476952587105023
San Gabriel County Water District,496841963.31824994,455810751.63041,603955844.40169,-0.1773538282248972,-0.24529126449308591,0.06793743626818871,89.9587027551115,0.6443632244045232
Mountain View  City of,936171149.771,839067424.5250001,1289719948.066,-0.2741283476503284,-0.3494188984335522,0.07529055078322383,73.17711596169973,0.6440626562163534
Millbrae  City of,210349963.621756,190818327.259476,263401807.773916,-0.2014103266811884,-0.27556181610089825,0.07415148941970984,74.3027593605635,0.6391787821546642
Palmdale Water District,1890524809.1686,1761064037.2215,2415989561.83453,-0.21749462868826694,-0.2710796167992242,0.05358498811095727,141.03513664293735,0.6363657546593467
Scotts Valley Water District,114276568.0,104036605.0,147446532.0,-0.22496265968466453,-0.2944113124342592,0.06944865274959469,83.80409024754626,0.6357647329285366
Garden Grove  City of,2099460744.161,1922197567.8730001,2480413647.4666996,-0.15358442479736195,-0.22504959209679307,0.07146516729943111,79.13859573980322,0.6357532435754849
Carpinteria Valley Water District,175011542.92742997,159302245.63176,240892184.43829,-0.27348600646583804,-0.3386989868383676,0.06521298037252954,94.50428097077854,0.6339569829900158
El Centro  City of,744376000.0,696212000.0,859261000.0,-0.13370209982764258,-0.18975491730684857,0.056052817479205985,127.79363587558733,0.6336538244443811
Fillmore  City of,191443000.0,178093000.0,247287377.0,-0.225827851293841,-0.27981362348309435,0.05398577218925335,136.692459367196,0.6311776271904003
South Coast Water District,481539980.30633,441724194.44119996,648444339.73,-0.257391959798995,-0.3187939698492463,0.06140201005025131,102.81764672899207,0.6226104679383615
Hayward  City of,1352124841.464544,1196293651.864976,1813057246.6273398,-0.2542293719738994,-0.3401787758823784,0.085949403908479,51.49028164016843,0.6167448088306707
Sweetwater Springs Water District,68559140.2408,62596059.12670001,86676479.582,-0.20902255639097755,-0.2778195488721804,0.06879699248120286,78.61296298747747,0.6099813205922641
Santa Cruz  City of,777000000.0,689600000.0,995300000.0,-0.21933085501858737,-0.30714357480156734,0.08781271978297997,48.23480264582626,0.609870577084053
Arcadia  City of,1328496267.879,1248239061.4089,1755687488.6759999,-0.24331848552338528,-0.2890311804008908,0.04571269487750554,177.55437542650233,0.6091195158479198
Burlingame  City of,359045333.0,323078440.0,488671779.0,-0.26526280331813473,-0.33886413358852874,0.073601330270394,68.2267636288914,0.6079432617492628
Pasadena  City of,2727881513.70185,2539490511.1818,3353688954.79816,-0.18660270810176371,-0.24277697025285466,0.05617426215109095,115.70963537320598,0.6042576247222914
Fallbrook Public Utility District,616967091.8817999,574453256.20111,736717491.3043001,-0.16254588880534318,-0.2202529965942767,0.05770710778893351,109.51277783657764,0.6038953785966374
Rubidoux Community Service District,474240000.0,443580000.0,563700000.0,-0.15870143693453964,-0.21309207025013305,0.054390633315593406,121.653634319553,0.5999107711073804
Suburban Water Systems San Jose Hills,2326367385.35245,2150088280.37399,2984007252.3523903,-0.2203881597410668,-0.27946278324926815,0.05907462350820136,99.93428063657318,0.5905520858457786
Glendale  City of,2089000913.3543,1932869202.10725,2586967064.0957,-0.19249033265735405,-0.25284352130594145,0.06035318864858741,91.15372218711263,0.5762188002710131
Watsonville  City of,587340750.0,540994740.0,717672764.0,-0.18160367863702293,-0.2461818712685605,0.06457819263153758,79.25843883353836,0.5749216230860328
Delano  City of,898202000.0,837328000.0,1105182000.0,-0.18728137085113583,-0.24236189152555868,0.055080520674422845,103.9804399690871,0.5616604742535537
California Water Service Company Redwood Valley,29978331.284,27436690.1534,44609060.356300004,-0.3279766252739226,-0.3849525200876553,0.05697589481373272,96.09907824356556,0.5585354792920691
Sweetwater Authority,1660147850.2796,1520585684.0955,2049638060.9727,-0.1900287753771801,-0.25811990270424956,0.06809112732706946,66.86090284632796,0.5567710465858058
Manhattan Beach  City of,422815036.13239,393107161.5328,509305780.401,-0.16982085732565577,-0.22815099168266154,0.058330134357005764,89.97909010915953,0.5533039560326054
California-American Water Ventura District,1357171193.455,1280270256.683,1760575260.0809999,-0.2291319637238571,-0.27281140107347757,0.04367943734962046,152.16021084119566,0.5387999988430899
Azusa  City of,1648903979.106272,1534041350.54282,2030509963.4953558,-0.18793603146481516,-0.24450439637238028,0.056568364907565116,89.97020531376273,0.5365657921923985
"California Water Service Company Dixon, City of",122226870.26770002,113591807.4522,173906906.58990002,-0.29717069514708633,-0.34682405845980896,0.04965336331272263,116.45031306833566,0.5358201003273817
Pico Rivera  City of,427647412.79480004,399819700.929,507220331.26820004,-0.1568803803160735,-0.21174354362071182,0.054863163304638335,90.5427872062901,0.5220448000993018
"Los Banos, City of",769394000.0,725818000.0,984089000.0,-0.2181662430938665,-0.2624467908898484,0.044280547795981895,134.94237074478832,0.5143836464481599
Oxnard  City of,2142466615.49646,1977755236.1764998,2474193143.7252703,-0.1340746291655089,-0.200646383976842,0.0665717548113331,59.3594027831085,0.5129024415129309
McKinleyville Community Service District,139023000.0,128540000.0,162002000.0,-0.14184392785274255,-0.20655300551845038,0.06470907766570783,62.55011134440414,0.5117752194438266
Pomona  City of,1866228349.2171988,1731586213.729372,2345869267.406973,-0.20446191305449402,-0.26185732607196993,0.057395413017475916,78.07509135073282,0.5071465038853518
Buena Park  City of,1204998577.046,1127771788.8470001,1490118575.671,-0.19134047671113055,-0.24316641154603097,0.05182593483490042,92.67606358142332,0.4989200234092435
Eastern Municipal Water District,8149544189.27,7710296465.674,9653022673.448,-0.1557520928976505,-0.2012557385903322,0.0455036456926817,119.06546484123233,0.4965226894056367
Santa Clara  City of,1716000000.0,1590700000.0,2189400000.0,-0.2162236229103864,-0.27345391431442406,0.05723029140403765,75.09575628223803,0.4959451584746264
Seal Beach  City of,323212030.4413,300109164.267,383005767.29580003,-0.15611706653054291,-0.21643695763144463,0.06031989110090172,67.44749715946979,0.49538570245026997
Rialto  City of,898747113.3800501,852648912.00236,1077010653.54894,-0.16551697012604294,-0.2083189621265755,0.04280199200053256,129.15908447111633,0.48643684215228794
Camarillo  City of,722331150.80225,677950186.44485,893996199.5743899,-0.19201988649824855,-0.2416632343989765,0.04964334790072794,94.45235436703247,0.48246682505477545
Mammoth Community Water District,218749000.0,202271000.0,318957000.0,-0.31417401091683206,-0.36583614719225477,0.05166213627542271,85.09773389939276,0.47657511165556454
Golden State Water Company S Arcadia,274888263.8172,257129361.0457,367592994.7987,-0.25219395443666337,-0.30050527435511026,0.04831131991844689,96.39636759502264,0.47432851925257913
Apple Valley Ranchos Water Company,1038062711.616224,978193122.009992,1446543958.341104,-0.2823842610309099,-0.32377228056603036,0.041388019535120446,122.40023441036966,0.45789486178459793
California Water Service Company Antelope Valley,64257901.40439999,60771291.13550001,104989329.7794,-0.3879577901924272,-0.4211669770328988,0.03320918684047158,186.60124376749164,0.45364435254508495
Pismo Beach  City of,167021665.93739,157738158.78215998,211096329.95340997,-0.20878934288316367,-0.2527669295957272,0.04397758671256355,106.20632620813033,0.4532174122819894
California Water Service Company Oroville,312393763.0649,294797786.0069,423313588.8157,-0.2620275575398353,-0.3035947963975059,0.04156723885767061,117.49173897321867,0.4505622925749349
"East Palo Alto, City of",153129225.963392,141949589.600532,179274389.59794,-0.14583880995597842,-0.20819928647430683,0.062360476518328406,51.38716365834264,0.4470300816340921
Fortuna  City of,125000000.0,119100000.0,127100000.0,-0.016522423288749016,-0.06294256490952006,0.046420141620771044,92.55182118889654,0.44657966705572505
Soquel Creek Water District,315687000.0,291027000.0,432759000.0,-0.2705247031257582,-0.32750792011257995,0.05698321698682174,61.19202852289567,0.4457531171310102
Valley County Water District,653537397.5340099,611650825.8502951,816515247.26233,-0.1996017224108965,-0.25090091348437016,0.051299191073473666,75.47287083573873,0.4456623560086147
La Palma  City of,166763265.755779,156630263.93036,210232497.82043302,-0.20676742423420486,-0.2549664511709155,0.04819902693671063,83.18864450406836,0.43961276501818164
El Monte  City of,201905000.0,189396000.0,225176000.0,-0.10334582726400682,-0.1588979287313035,0.055552101467296694,58.29833388264054,0.42415888035760835
Newport Beach  City of,1329956082.27196,1266199992.06514,1645885333.3198102,-0.19195094861840067,-0.23068760233061383,0.03873665371221316,117.81120089431933,0.42045100286234893
Golden State Water Company Barstow,574997428.0842,545442703.6553,755519118.6422,-0.23893728974381087,-0.2780557232812904,0.03911843353747954,114.214221526754,0.41806282174164916
Del Oro Water Company,91995428.56503999,85000394.799292,152472436.353048,-0.3966422340623866,-0.4425196000510239,0.04587736598863734,81.49692864981077,0.4141609004943683
Long Beach  City of,4684440114.552,4415612687.276999,5429662328.101,-0.13725019504290942,-0.1867610874392367,0.04951089239632728,69.39483485518333,0.41244337073785164
Cambria Community Services District,46730353.14607,42513835.68069,71716640.56843,-0.34840292607569634,-0.40719705574992054,0.058794129674224205,47.304405849444,0.40437543196755277
Golden State Water Company Culver City,447654690.41260004,423509099.6719,521166772.34379995,-0.1410528948355632,-0.1873827685382018,0.04632987370263861,74.63632791191203,0.4002545230559536
San Jacinto  City of,221685194.7898,209531594.790644,315252280.497588,-0.29680066250465675,-0.33535264373052764,0.03855198122587089,107.2166367370606,0.399188288816523
Golden State Water Company Artesia,448697414.979,425138356.8069,514780084.37460005,-0.12837067983289038,-0.1741359665780479,0.04576528674515751,74.46317096124113,0.39491802007108257
Pinedale County Water District,243248228.0,232807224.0,323495124.0,-0.2480621500805063,-0.2803377648437137,0.032275614763207394,148.50015092556666,0.39331270067263835
"Soledad, City of",200583200.0,190484172.0,242600000.0,-0.1731937345424567,-0.21482204451772466,0.04162830997526795,87.90880949121254,0.39030577671071676
Fountain Valley  City of,779436613.3840001,735968033.0222,990588338.08,-0.21315789473684207,-0.2570394736842106,0.04388157894736852,72.31484215793473,0.37316075859083087
California Water Service Company Selma,457756084.6496,435891453.8979,738509674.1528,-0.3801623720437698,-0.4097687963289799,0.029606424285210098,158.786152556926,0.37307167027190735
Daly City  City of,584653464.894464,552998150.6109481,636978202.553168,-0.08214525622536752,-0.13184132770259155,0.04969607147722403,54.774932016275365,0.36780106487526937
Lomita  City of,182167240.26435,173460490.13491002,221011988.87702,-0.17575855866481882,-0.21515348096600118,0.039394922301182356,87.08202720819448,0.36762455645562003
Los Angeles Department of Water and Power,44663151693.182,42548050080.525,51937458949.53,-0.14005897484158353,-0.18078298513081117,0.04072401028922765,81.24256045238863,0.36706446206337273
San Gabriel Valley Water Company,2974045974.229,2783748740.861,4398994264.5,-0.3239259259259259,-0.36718518518518517,0.043259259259259275,71.7936467605813,0.3665405992748216
Rohnert Park  City of,428500000.0,408000000.0,505000000.0,-0.15148514851485148,-0.19207920792079208,0.0405940594059406,79.39371039512416,0.361705849592527
Burbank  City of,1381153858.4822,1317286978.7902,1816654290.6677,-0.23972664167458888,-0.2748829617405966,0.035156320066007746,102.65631092455529,0.35620190381213307
Santa Ana  City of,3079067889.1511,2921192872.7696,3656997980.0782995,-0.15803401972752126,-0.20120467971736353,0.043170659989842264,67.51663714084097,0.3547268722615766
Indio  City of,1806500000.0,1742600000.0,2296400000.0,-0.21333391395227314,-0.24116007664170006,0.02782616268942692,159.78919569561666,0.3517442650769461
Pico Water District,252945428.72302002,241732881.11995,317362997.32665,-0.20297756558344884,-0.2383079213511988,0.035330355767749955,97.86696866098744,0.34951520931807906
San Clemente  City of,717948449.1091,684841944.1258999,948390578.2835,-0.24298230544579968,-0.27789039683903116,0.03490809139323148,97.86046917955713,0.3453263761060385
"Yreka, City of",267300000.0,259080000.0,326250000.0,-0.18068965517241378,-0.20588505747126437,0.02519540229885059,177.65063821227432,0.33581855086439377
Milpitas  City of,835592727.2147001,785958732.4129521,1078165028.496556,-0.22498624502791575,-0.27102186433469294,0.04603561930677719,52.7037797196211,0.3342064837594849
Rowland Water District,933596923.4977,894788018.542,1093231537.585,-0.14602086438152018,-0.18152011922503725,0.03549925484351707,87.30843034157802,0.331701417297255
Petaluma  City of,769768644.102388,732803657.091968,1014665890.838628,-0.24135752364143317,-0.2777882220064567,0.03643069836502352,82.6702161088579,0.33123943338529493
Humboldt Community Service District,219024000.0,209463000.0,235929000.0,-0.07165291252876925,-0.11217781620741833,0.04052490367864908,63.597927040642936,0.3231792519342421
South Pasadena  City of,318813036.1768,305690999.21151,439247723.596,-0.2741839762611276,-0.30405786350148367,0.029873887240356056,104.03648323860934,0.30470849984079573
Suisun-Solano Water Authority,340600000.0,325600000.0,452000000.0,-0.24646017699115044,-0.27964601769911507,0.033185840707964626,80.4618141714916,0.2976786822019103
Santa Monica  City of,1037200000.0,994600000.0,1282700000.0,-0.19139315506353785,-0.2246043501987994,0.03321119513526155,79.06339998070854,0.2953059840812266
Bellflower-Somerset Mutual Water Company,422101421.50725996,406023912.09908,504897010.59369004,-0.16398510458414825,-0.19582825095032497,0.03184314636617672,85.17268244818653,0.2938773640009067
Santa Fe Springs  City of,480350622.59778,459805690.12543,623083323.16659,-0.2290748207533849,-0.2620478304753238,0.03297300972193892,77.46086137612603,0.2902015660098044
Golden State Water Company Florence Graham,416535879.13409996,399037657.5042,457919010.36309993,-0.09037216252757414,-0.12858464384828852,0.03821248132071438,55.711816059265935,0.2852192918149911
Westminster  City of,970972082.1745999,934476722.3506,1167004300.6578,-0.167979002624672,-0.19925168928352038,0.031272686658848386,82.91344684529098,0.2847591437105703
Grover Beach  City of,113116064.36878,107957836.27937001,167341000.33585,-0.32403855515529156,-0.35486320708791735,0.03082465193262579,76.64668252727574,0.2698639435078569
Port Hueneme  City of,166682780.45331,159657423.68719,203285671.24822,-0.1800564229153976,-0.21461545859647999,0.03455903568108237,59.53396406206394,0.26665149081401335
San Buenaventura  City of,1264593544.53003,1215471441.90978,1615489912.20925,-0.21720740255156068,-0.2476143411829963,0.03040693863143562,75.6681753375957,0.2645022241960839
Crescent City  City of,185430000.0,178730000.0,214590000.0,-0.13588704040262828,-0.1671093713593364,0.031222330956708122,68.93294153408787,0.2592261015143226
San Dieguito Water District,495815531.3232,481813695.50501,594744024.5604,-0.16633793556870483,-0.18988056103440717,0.02354262546570235,119.04557142261666,0.25686889387967643
San Francisco Public Utilities Commission,6453570000.0,6169740000.0,7375120000.0,-0.12495389905520181,-0.16343869659069954,0.03848479753549773,42.36159903708887,0.2504813404403411
Ceres  City of,703021000.0,683442000.0,922358000.0,-0.23780029012595977,-0.2590274058445853,0.02122711571862551,121.86845060306798,0.23433471571754122
California Water Service Company Kern River Valley,78334683.0508,76477329.9169,93291263.5501,-0.16032134125043665,-0.18023052741879153,0.01990918616835488,133.08501304679797,0.2296773049133943
California Water Service Company Salinas District,1459162690.106,1406048907.505,1968468470.507,-0.25873199801357394,-0.28571428571428564,0.026982287700711705,68.63710789470933,0.22354154928022282
South Gate  City of,687667075.99799,665714465.361,757177702.40563,-0.09180226278031921,-0.12079494252675708,0.028992679746437877,57.531338361589036,0.21990778133997843
Ripon  City of,412740000.0,404771000.0,578038000.0,-0.2859638985672222,-0.29975018943391263,0.01378629086669042,232.34084274448867,0.21014072063902947
Golden State Water Company Southwest,2369689332.5721,2303411152.3203,2707010729.8025,-0.12461029190490507,-0.14909419199518498,0.02448390009027991,64.15072627400328,0.19610171302189267
Inglewood  City of,780227454.797329,759526765.3428731,926082789.59108,-0.15749707956256775,-0.1798500372971526,0.022352957734584844,71.1087086792126,0.1884935062223395
California Water Service Company Hermosa/Redondo,940342048.0365999,917271767.0050001,1135722563.6658,-0.17203190451598113,-0.19234521145349168,0.020313306937510545,80.14814937770547,0.18185589361283405
Golden State Water Company Bell-Bell Gardens,408357008.3164,397180304.3703,471637355.4398,-0.13417161807378755,-0.15786928285201055,0.023697664778222993,55.5658552581439,0.17664833705853777
Irvine Ranch Water District,5002145255.877,4883825344.21903,5944800849.0453,-0.15856806932728196,-0.17847116022341702,0.019903090896135067,74.67731000805311,0.17199461874757196
Lompoc  City of,369730000.0,358610000.0,495600000.0,-0.25397497982243744,-0.27641242937853105,0.022437449556093614,57.43258010244917,0.17004060951156094
Indian Wells Valley Water District,639798000.0,629740000.0,823566000.0,-0.22313694348722507,-0.23534968660678077,0.012212743119555697,192.03149004662268,0.16923860942390398
Goleta Water District,1046364326.8395901,1015027195.105,1450270204.6631699,-0.2785038791563592,-0.30011166757663377,0.021607788420274554,53.285654826320105,0.15773042454283295
Montebello Land and Water Company,268038866.82166004,262395120.10601997,323026295.12791,-0.17022585819051164,-0.18769733590227283,0.01747147771176119,72.30942181295194,0.14856861781496045
Brea  City of,887016462.0080501,873777118.52904,1071399491.9760001,-0.17209549878345495,-0.18445255474452563,0.012357055961070673,95.99000059624437,0.12106762158862902
Arcata  City of,180277000.0,177507000.0,178787000.0,0.008333939268515049,-0.0071593572239592364,0.015493296492474285,49.44082747524637,0.10893983103952502
California Water Service Company East Los Angeles,1242373735.7229,1218749507.2654,1468710136.9171,-0.1541055620881681,-0.17019057972622192,0.01608501763805381,45.478892129857094,0.10847420597684117
Park Water Company,869697458.663,853404887.313,1092579834.731,-0.203996421115419,-0.21890844020280345,0.01491201908738446,51.84692311299316,0.10737370646712244
